Tanggal;Prov;Provinsi;Running Sum of divaksin2 (ribu);divaksin2 (ribu)
16/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
17/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
18/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
19/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
20/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
21/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
22/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
23/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
24/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
25/01/2021 00.00.00;Gorontalo;Gorontalo;0;0
26/01/2021 00.00.00;Gorontalo;Gorontalo;0,001;0,001
27/01/2021 00.00.00;Gorontalo;Gorontalo;0,001;0
28/01/2021 00.00.00;Gorontalo;Gorontalo;0,001;0
29/01/2021 00.00.00;Gorontalo;Gorontalo;0,051;0,05
30/01/2021 00.00.00;Gorontalo;Gorontalo;0,052;0,001
31/01/2021 00.00.00;Gorontalo;Gorontalo;0,052;0
01/02/2021 00.00.00;Gorontalo;Gorontalo;0,065;0,013
02/02/2021 00.00.00;Gorontalo;Gorontalo;0,237;0,172
03/02/2021 00.00.00;Gorontalo;Gorontalo;0,414;0,177
04/02/2021 00.00.00;Gorontalo;Gorontalo;0,664;0,25
05/02/2021 00.00.00;Gorontalo;Gorontalo;0,874;0,21
06/02/2021 00.00.00;Gorontalo;Gorontalo;1,002;0,128
07/02/2021 00.00.00;Gorontalo;Gorontalo;1,003;0,001
08/02/2021 00.00.00;Gorontalo;Gorontalo;1,112;0,109
09/02/2021 00.00.00;Gorontalo;Gorontalo;1,294;0,182
10/02/2021 00.00.00;Gorontalo;Gorontalo;1,405;0,111
11/02/2021 00.00.00;Gorontalo;Gorontalo;1,661;0,256
12/02/2021 00.00.00;Gorontalo;Gorontalo;1,679;0,018
13/02/2021 00.00.00;Gorontalo;Gorontalo;1,713;0,034
14/02/2021 00.00.00;Gorontalo;Gorontalo;1,732;0,019
15/02/2021 00.00.00;Gorontalo;Gorontalo;1,911;0,179
16/02/2021 00.00.00;Gorontalo;Gorontalo;2,031;0,12
17/02/2021 00.00.00;Gorontalo;Gorontalo;2,173;0,142
18/02/2021 00.00.00;Gorontalo;Gorontalo;2,785;0,612
19/02/2021 00.00.00;Gorontalo;Gorontalo;3,415;0,63
20/02/2021 00.00.00;Gorontalo;Gorontalo;3,624;0,209
22/02/2021 00.00.00;Gorontalo;Gorontalo;4,141;0,517
23/02/2021 00.00.00;Gorontalo;Gorontalo;4,42;0,279
24/02/2021 00.00.00;Gorontalo;Gorontalo;4,642;0,222
25/02/2021 00.00.00;Gorontalo;Gorontalo;4,795;0,153
26/02/2021 00.00.00;Gorontalo;Gorontalo;4,866;0,071
27/02/2021 00.00.00;Gorontalo;Gorontalo;4,898;0,032
28/02/2021 00.00.00;Gorontalo;Gorontalo;4,92;0,022
01/03/2021 00.00.00;Gorontalo;Gorontalo;5,092;0,172
02/03/2021 00.00.00;Gorontalo;Gorontalo;5,268;0,176
03/03/2021 00.00.00;Gorontalo;Gorontalo;5,424;0,156
04/03/2021 00.00.00;Gorontalo;Gorontalo;5,653;0,229
05/03/2021 00.00.00;Gorontalo;Gorontalo;5,893;0,24
06/03/2021 00.00.00;Gorontalo;Gorontalo;5,961;0,068
07/03/2021 00.00.00;Gorontalo;Gorontalo;5,967;0,006
08/03/2021 00.00.00;Gorontalo;Gorontalo;6,225;0,258
09/03/2021 00.00.00;Gorontalo;Gorontalo;6,45;0,225
10/03/2021 00.00.00;Gorontalo;Gorontalo;6,596;0,146
11/03/2021 00.00.00;Gorontalo;Gorontalo;6,61;0,014
12/03/2021 00.00.00;Gorontalo;Gorontalo;6,699;0,089
13/03/2021 00.00.00;Gorontalo;Gorontalo;6,727;0,028
14/03/2021 00.00.00;Gorontalo;Gorontalo;6,729;0,002
15/03/2021 00.00.00;Gorontalo;Gorontalo;7,037;0,308
16/03/2021 00.00.00;Gorontalo;Gorontalo;7,397;0,36
17/03/2021 00.00.00;Gorontalo;Gorontalo;7,935;0,538
18/03/2021 00.00.00;Gorontalo;Gorontalo;8,741;0,806
19/03/2021 00.00.00;Gorontalo;Gorontalo;10,08;1,339
20/03/2021 00.00.00;Gorontalo;Gorontalo;10,636;0,556
21/03/2021 00.00.00;Gorontalo;Gorontalo;10,642;0,006
22/03/2021 00.00.00;Gorontalo;Gorontalo;12,105;1,463
23/03/2021 00.00.00;Gorontalo;Gorontalo;14,048;1,943
24/03/2021 00.00.00;Gorontalo;Gorontalo;14,915;0,867
25/03/2021 00.00.00;Gorontalo;Gorontalo;15,12;0,205
26/03/2021 00.00.00;Gorontalo;Gorontalo;15,828;0,708
27/03/2021 00.00.00;Gorontalo;Gorontalo;15,963;0,135
28/03/2021 00.00.00;Gorontalo;Gorontalo;15,964;0,001
29/03/2021 00.00.00;Gorontalo;Gorontalo;16,43;0,466
30/03/2021 00.00.00;Gorontalo;Gorontalo;17,264;0,834
31/03/2021 00.00.00;Gorontalo;Gorontalo;18,157;0,893
01/04/2021 00.00.00;Gorontalo;Gorontalo;19,087;0,93
02/04/2021 00.00.00;Gorontalo;Gorontalo;19,146;0,059
03/04/2021 00.00.00;Gorontalo;Gorontalo;19,659;0,513
04/04/2021 00.00.00;Gorontalo;Gorontalo;19,667;0,008
05/04/2021 00.00.00;Gorontalo;Gorontalo;20,739;1,072
06/04/2021 00.00.00;Gorontalo;Gorontalo;21,719;0,98
07/04/2021 00.00.00;Gorontalo;Gorontalo;22,646;0,927
08/04/2021 00.00.00;Gorontalo;Gorontalo;23,537;0,891
09/04/2021 00.00.00;Gorontalo;Gorontalo;24,568;1,031
10/04/2021 00.00.00;Gorontalo;Gorontalo;25,211;0,643
11/04/2021 00.00.00;Gorontalo;Gorontalo;25,213;0,002
12/04/2021 00.00.00;Gorontalo;Gorontalo;26,698;1,485
13/04/2021 00.00.00;Gorontalo;Gorontalo;26,82;0,122
14/04/2021 00.00.00;Gorontalo;Gorontalo;27,015;0,195
15/04/2021 00.00.00;Gorontalo;Gorontalo;27,397;0,382
16/04/2021 00.00.00;Gorontalo;Gorontalo;27,54;0,143
17/04/2021 00.00.00;Gorontalo;Gorontalo;27,568;0,028
18/04/2021 00.00.00;Gorontalo;Gorontalo;27,569;0,001
19/04/2021 00.00.00;Gorontalo;Gorontalo;28,73;1,161
20/04/2021 00.00.00;Gorontalo;Gorontalo;29,588;0,858
21/04/2021 00.00.00;Gorontalo;Gorontalo;30,424;0,836
22/04/2021 00.00.00;Gorontalo;Gorontalo;31,713;1,289
23/04/2021 00.00.00;Gorontalo;Gorontalo;32,607;0,894
24/04/2021 00.00.00;Gorontalo;Gorontalo;32,8;0,193
26/04/2021 00.00.00;Gorontalo;Gorontalo;33,667;0,867
27/04/2021 00.00.00;Gorontalo;Gorontalo;34,23;0,563
28/04/2021 00.00.00;Gorontalo;Gorontalo;34,982;0,752
29/04/2021 00.00.00;Gorontalo;Gorontalo;35,34;0,358
30/04/2021 00.00.00;Gorontalo;Gorontalo;35,5;0,16
01/05/2021 00.00.00;Gorontalo;Gorontalo;35,556;0,056
03/05/2021 00.00.00;Gorontalo;Gorontalo;36,032;0,476
04/05/2021 00.00.00;Gorontalo;Gorontalo;36,569;0,537
05/05/2021 00.00.00;Gorontalo;Gorontalo;37,207;0,638
06/05/2021 00.00.00;Gorontalo;Gorontalo;37,753;0,546
07/05/2021 00.00.00;Gorontalo;Gorontalo;38,167;0,414
08/05/2021 00.00.00;Gorontalo;Gorontalo;38,23;0,063
09/05/2021 00.00.00;Gorontalo;Gorontalo;38,23;0
10/05/2021 00.00.00;Gorontalo;Gorontalo;38,469;0,239
11/05/2021 00.00.00;Gorontalo;Gorontalo;38,489;0,02
12/05/2021 00.00.00;Gorontalo;Gorontalo;38,499;0,01
13/05/2021 00.00.00;Gorontalo;Gorontalo;38,5;0,001
14/05/2021 00.00.00;Gorontalo;Gorontalo;38,505;0,005
15/05/2021 00.00.00;Gorontalo;Gorontalo;38,505;0
17/05/2021 00.00.00;Gorontalo;Gorontalo;38,662;0,157
18/05/2021 00.00.00;Gorontalo;Gorontalo;39,034;0,372
19/05/2021 00.00.00;Gorontalo;Gorontalo;39,364;0,33
20/05/2021 00.00.00;Gorontalo;Gorontalo;39,434;0,07
21/05/2021 00.00.00;Gorontalo;Gorontalo;39,894;0,46
22/05/2021 00.00.00;Gorontalo;Gorontalo;40,043;0,149
23/05/2021 00.00.00;Gorontalo;Gorontalo;40,058;0,015
24/05/2021 00.00.00;Gorontalo;Gorontalo;40,97;0,912
25/05/2021 00.00.00;Gorontalo;Gorontalo;41,829;0,859
26/05/2021 00.00.00;Gorontalo;Gorontalo;41,901;0,072
27/05/2021 00.00.00;Gorontalo;Gorontalo;42,881;0,98
28/05/2021 00.00.00;Gorontalo;Gorontalo;43,797;0,916
29/05/2021 00.00.00;Gorontalo;Gorontalo;44,052;0,255
30/05/2021 00.00.00;Gorontalo;Gorontalo;44,052;0
31/05/2021 00.00.00;Gorontalo;Gorontalo;44,592;0,54
01/06/2021 00.00.00;Gorontalo;Gorontalo;44,67;0,078
02/06/2021 00.00.00;Gorontalo;Gorontalo;45,365;0,695
03/06/2021 00.00.00;Gorontalo;Gorontalo;45,808;0,443
04/06/2021 00.00.00;Gorontalo;Gorontalo;46,094;0,286
05/06/2021 00.00.00;Gorontalo;Gorontalo;46,213;0,119
06/06/2021 00.00.00;Gorontalo;Gorontalo;46,217;0,004
07/06/2021 00.00.00;Gorontalo;Gorontalo;46,817;0,6
08/06/2021 00.00.00;Gorontalo;Gorontalo;47,262;0,445
09/06/2021 00.00.00;Gorontalo;Gorontalo;47,481;0,219
10/06/2021 00.00.00;Gorontalo;Gorontalo;47,656;0,175
11/06/2021 00.00.00;Gorontalo;Gorontalo;47,813;0,157
12/06/2021 00.00.00;Gorontalo;Gorontalo;47,867;0,054
13/06/2021 00.00.00;Gorontalo;Gorontalo;47,877;0,01
14/06/2021 00.00.00;Gorontalo;Gorontalo;48,494;0,617
15/06/2021 00.00.00;Gorontalo;Gorontalo;49,193;0,699
16/06/2021 00.00.00;Gorontalo;Gorontalo;50,127;0,934
17/06/2021 00.00.00;Gorontalo;Gorontalo;50,542;0,415
18/06/2021 00.00.00;Gorontalo;Gorontalo;51,511;0,969
19/06/2021 00.00.00;Gorontalo;Gorontalo;51,925;0,414
20/06/2021 00.00.00;Gorontalo;Gorontalo;51,93;0,005
21/06/2021 00.00.00;Gorontalo;Gorontalo;53,196;1,266
22/06/2021 00.00.00;Gorontalo;Gorontalo;54,579;1,383
23/06/2021 00.00.00;Gorontalo;Gorontalo;54,845;0,266
24/06/2021 00.00.00;Gorontalo;Gorontalo;55,828;0,983
25/06/2021 00.00.00;Gorontalo;Gorontalo;56,315;0,487
26/06/2021 00.00.00;Gorontalo;Gorontalo;57,569;1,254
27/06/2021 00.00.00;Gorontalo;Gorontalo;57,598;0,029
28/06/2021 00.00.00;Gorontalo;Gorontalo;58,709;1,111
29/06/2021 00.00.00;Gorontalo;Gorontalo;59,655;0,946
30/06/2021 00.00.00;Gorontalo;Gorontalo;61,137;1,482
01/07/2021 00.00.00;Gorontalo;Gorontalo;62,528;1,391
02/07/2021 00.00.00;Gorontalo;Gorontalo;63,418;0,89
03/07/2021 00.00.00;Gorontalo;Gorontalo;63,817;0,399
04/07/2021 00.00.00;Gorontalo;Gorontalo;63,915;0,098
05/07/2021 00.00.00;Gorontalo;Gorontalo;64,761;0,846
06/07/2021 00.00.00;Gorontalo;Gorontalo;65,802;1,041
07/07/2021 00.00.00;Gorontalo;Gorontalo;66,893;1,091
08/07/2021 00.00.00;Gorontalo;Gorontalo;67,928;1,035
09/07/2021 00.00.00;Gorontalo;Gorontalo;68,856;0,928
10/07/2021 00.00.00;Gorontalo;Gorontalo;69,237;0,381
11/07/2021 00.00.00;Gorontalo;Gorontalo;69,259;0,022
12/07/2021 00.00.00;Gorontalo;Gorontalo;70,761;1,502
13/07/2021 00.00.00;Gorontalo;Gorontalo;72,46;1,699
14/07/2021 00.00.00;Gorontalo;Gorontalo;74,099;1,639
15/07/2021 00.00.00;Gorontalo;Gorontalo;76,291;2,192
16/07/2021 00.00.00;Gorontalo;Gorontalo;77,497;1,206
17/07/2021 00.00.00;Gorontalo;Gorontalo;78,595;1,098
18/07/2021 00.00.00;Gorontalo;Gorontalo;78,679;0,084
19/07/2021 00.00.00;Gorontalo;Gorontalo;80,776;2,097
20/07/2021 00.00.00;Gorontalo;Gorontalo;80,812;0,036
21/07/2021 00.00.00;Gorontalo;Gorontalo;82,116;1,304
22/07/2021 00.00.00;Gorontalo;Gorontalo;84,111;1,995
23/07/2021 00.00.00;Gorontalo;Gorontalo;85,213;1,102
24/07/2021 00.00.00;Gorontalo;Gorontalo;87,15;1,937
25/07/2021 00.00.00;Gorontalo;Gorontalo;87,394;0,244
26/07/2021 00.00.00;Gorontalo;Gorontalo;90,157;2,763
27/07/2021 00.00.00;Gorontalo;Gorontalo;92,167;2,01
28/07/2021 00.00.00;Gorontalo;Gorontalo;95,419;3,252
29/07/2021 00.00.00;Gorontalo;Gorontalo;99,076;3,657
30/07/2021 00.00.00;Gorontalo;Gorontalo;100,723;1,647
31/07/2021 00.00.00;Gorontalo;Gorontalo;102,159;1,436
01/08/2021 00.00.00;Gorontalo;Gorontalo;102,295;0,136
02/08/2021 00.00.00;Gorontalo;Gorontalo;104,511;2,216
03/08/2021 00.00.00;Gorontalo;Gorontalo;106,572;2,061
04/08/2021 00.00.00;Gorontalo;Gorontalo;108,392;1,82
05/08/2021 00.00.00;Gorontalo;Gorontalo;110,262;1,87
06/08/2021 00.00.00;Gorontalo;Gorontalo;111,611;1,349
07/08/2021 00.00.00;Gorontalo;Gorontalo;111,916;0,305
08/08/2021 00.00.00;Gorontalo;Gorontalo;111,978;0,062
09/08/2021 00.00.00;Gorontalo;Gorontalo;113,575;1,597
10/08/2021 00.00.00;Gorontalo;Gorontalo;114,85;1,275
11/08/2021 00.00.00;Gorontalo;Gorontalo;115,074;0,224
12/08/2021 00.00.00;Gorontalo;Gorontalo;117,103;2,029
13/08/2021 00.00.00;Gorontalo;Gorontalo;118,022;0,919
14/08/2021 00.00.00;Gorontalo;Gorontalo;118,731;0,709
15/08/2021 00.00.00;Gorontalo;Gorontalo;118,965;0,234
16/08/2021 00.00.00;Gorontalo;Gorontalo;120,349;1,384
17/08/2021 00.00.00;Gorontalo;Gorontalo;120,401;0,052
18/08/2021 00.00.00;Gorontalo;Gorontalo;121,662;1,261
19/08/2021 00.00.00;Gorontalo;Gorontalo;122,884;1,222
20/08/2021 00.00.00;Gorontalo;Gorontalo;123,564;0,68
21/08/2021 00.00.00;Gorontalo;Gorontalo;123,973;0,409
22/08/2021 00.00.00;Gorontalo;Gorontalo;124,03;0,057
23/08/2021 00.00.00;Gorontalo;Gorontalo;125,23;1,2
24/08/2021 00.00.00;Gorontalo;Gorontalo;126,302;1,072
25/08/2021 00.00.00;Gorontalo;Gorontalo;127,671;1,369
26/08/2021 00.00.00;Gorontalo;Gorontalo;128,902;1,231
27/08/2021 00.00.00;Gorontalo;Gorontalo;130,237;1,335
28/08/2021 00.00.00;Gorontalo;Gorontalo;130,982;0,745
29/08/2021 00.00.00;Gorontalo;Gorontalo;131,302;0,32
30/08/2021 00.00.00;Gorontalo;Gorontalo;132,734;1,432
31/08/2021 00.00.00;Gorontalo;Gorontalo;134,222;1,488
01/09/2021 00.00.00;Gorontalo;Gorontalo;135,346;1,124
02/09/2021 00.00.00;Gorontalo;Gorontalo;137,031;1,685
03/09/2021 00.00.00;Gorontalo;Gorontalo;138,023;0,992
04/09/2021 00.00.00;Gorontalo;Gorontalo;138,352;0,329
05/09/2021 00.00.00;Gorontalo;Gorontalo;138,414;0,062
06/09/2021 00.00.00;Gorontalo;Gorontalo;139,46;1,046
07/09/2021 00.00.00;Gorontalo;Gorontalo;140,948;1,488
08/09/2021 00.00.00;Gorontalo;Gorontalo;142,366;1,418
09/09/2021 00.00.00;Gorontalo;Gorontalo;143,65;1,284
10/09/2021 00.00.00;Gorontalo;Gorontalo;144,691;1,041
11/09/2021 00.00.00;Gorontalo;Gorontalo;145,215;0,524
12/09/2021 00.00.00;Gorontalo;Gorontalo;145,332;0,117
13/09/2021 00.00.00;Gorontalo;Gorontalo;146,644;1,312
14/09/2021 00.00.00;Gorontalo;Gorontalo;147,912;1,268
15/09/2021 00.00.00;Gorontalo;Gorontalo;149,233;1,321
16/09/2021 00.00.00;Gorontalo;Gorontalo;150,616;1,383
17/09/2021 00.00.00;Gorontalo;Gorontalo;151,895;1,279
18/09/2021 00.00.00;Gorontalo;Gorontalo;152,947;1,052
19/09/2021 00.00.00;Gorontalo;Gorontalo;153,299;0,352
20/09/2021 00.00.00;Gorontalo;Gorontalo;155,155;1,856
21/09/2021 00.00.00;Gorontalo;Gorontalo;157,851;2,696
22/09/2021 00.00.00;Gorontalo;Gorontalo;160,144;2,293
23/09/2021 00.00.00;Gorontalo;Gorontalo;163,267;3,123
24/09/2021 00.00.00;Gorontalo;Gorontalo;164,755;1,488
25/09/2021 00.00.00;Gorontalo;Gorontalo;166,281;1,526
26/09/2021 00.00.00;Gorontalo;Gorontalo;166,599;0,318
27/09/2021 00.00.00;Gorontalo;Gorontalo;168,721;2,122
28/09/2021 00.00.00;Gorontalo;Gorontalo;171,056;2,335
29/09/2021 00.00.00;Gorontalo;Gorontalo;174,172;3,116
30/09/2021 00.00.00;Gorontalo;Gorontalo;178,133;3,961
01/10/2021 00.00.00;Gorontalo;Gorontalo;180,065;1,932
02/10/2021 00.00.00;Gorontalo;Gorontalo;181,928;1,863
03/10/2021 00.00.00;Gorontalo;Gorontalo;182,142;0,214
04/10/2021 00.00.00;Gorontalo;Gorontalo;184,496;2,354
05/10/2021 00.00.00;Gorontalo;Gorontalo;187,339;2,843
06/10/2021 00.00.00;Gorontalo;Gorontalo;190,598;3,259
07/10/2021 00.00.00;Gorontalo;Gorontalo;194,547;3,949
08/10/2021 00.00.00;Gorontalo;Gorontalo;197,255;2,708
09/10/2021 00.00.00;Gorontalo;Gorontalo;199,446;2,191
10/10/2021 00.00.00;Gorontalo;Gorontalo;199,789;0,343
11/10/2021 00.00.00;Gorontalo;Gorontalo;202,858;3,069
12/10/2021 00.00.00;Gorontalo;Gorontalo;206,415;3,557
13/10/2021 00.00.00;Gorontalo;Gorontalo;210,372;3,957
14/10/2021 00.00.00;Gorontalo;Gorontalo;213;2,628
15/10/2021 00.00.00;Gorontalo;Gorontalo;215,696;2,696
16/10/2021 00.00.00;Gorontalo;Gorontalo;218,779;3,083
17/10/2021 00.00.00;Gorontalo;Gorontalo;219,043;0,264
18/10/2021 00.00.00;Gorontalo;Gorontalo;221,586;2,543
19/10/2021 00.00.00;Gorontalo;Gorontalo;224,48;2,894
20/10/2021 00.00.00;Gorontalo;Gorontalo;225,237;0,757
21/10/2021 00.00.00;Gorontalo;Gorontalo;230,521;5,284
22/10/2021 00.00.00;Gorontalo;Gorontalo;234,316;3,795
23/10/2021 00.00.00;Gorontalo;Gorontalo;236,608;2,292
24/10/2021 00.00.00;Gorontalo;Gorontalo;237,072;0,464
25/10/2021 00.00.00;Gorontalo;Gorontalo;240,592;3,52
26/10/2021 00.00.00;Gorontalo;Gorontalo;244,366;3,774
27/10/2021 00.00.00;Gorontalo;Gorontalo;248,317;3,951
28/10/2021 00.00.00;Gorontalo;Gorontalo;253,7;5,383
29/10/2021 00.00.00;Gorontalo;Gorontalo;256,757;3,057
30/10/2021 00.00.00;Gorontalo;Gorontalo;258,518;1,761
31/10/2021 00.00.00;Gorontalo;Gorontalo;258,897;0,379
01/11/2021 00.00.00;Gorontalo;Gorontalo;262,312;3,415
02/11/2021 00.00.00;Gorontalo;Gorontalo;266,096;3,784
03/11/2021 00.00.00;Gorontalo;Gorontalo;269,762;3,666
04/11/2021 00.00.00;Gorontalo;Gorontalo;274,125;4,363
05/11/2021 00.00.00;Gorontalo;Gorontalo;276,44;2,315
06/11/2021 00.00.00;Gorontalo;Gorontalo;278,425;1,985
07/11/2021 00.00.00;Gorontalo;Gorontalo;278,781;0,356
08/11/2021 00.00.00;Gorontalo;Gorontalo;282,784;4,003
09/11/2021 00.00.00;Gorontalo;Gorontalo;286,345;3,561
10/11/2021 00.00.00;Gorontalo;Gorontalo;290,693;4,348
11/11/2021 00.00.00;Gorontalo;Gorontalo;295,055;4,362
12/11/2021 00.00.00;Gorontalo;Gorontalo;296,912;1,857
13/11/2021 00.00.00;Gorontalo;Gorontalo;298,829;1,917
14/11/2021 00.00.00;Gorontalo;Gorontalo;299,083;0,254
15/11/2021 00.00.00;Gorontalo;Gorontalo;301,612;2,529
16/11/2021 00.00.00;Gorontalo;Gorontalo;303,79;2,178
17/11/2021 00.00.00;Gorontalo;Gorontalo;306,257;2,467
18/11/2021 00.00.00;Gorontalo;Gorontalo;308,597;2,34
19/11/2021 00.00.00;Gorontalo;Gorontalo;310,1;1,503
20/11/2021 00.00.00;Gorontalo;Gorontalo;311,676;1,576
21/11/2021 00.00.00;Gorontalo;Gorontalo;311,946;0,27
22/11/2021 00.00.00;Gorontalo;Gorontalo;314,165;2,219
23/11/2021 00.00.00;Gorontalo;Gorontalo;318,02;3,855
24/11/2021 00.00.00;Gorontalo;Gorontalo;321,006;2,986
25/11/2021 00.00.00;Gorontalo;Gorontalo;324,692;3,686
26/11/2021 00.00.00;Gorontalo;Gorontalo;327,044;2,352
27/11/2021 00.00.00;Gorontalo;Gorontalo;332,81;5,766
28/11/2021 00.00.00;Gorontalo;Gorontalo;333,358;0,548
29/11/2021 00.00.00;Gorontalo;Gorontalo;337,009;3,651
30/11/2021 00.00.00;Gorontalo;Gorontalo;340,338;3,329
01/12/2021 00.00.00;Gorontalo;Gorontalo;343,223;2,885
02/12/2021 00.00.00;Gorontalo;Gorontalo;346,821;3,598
03/12/2021 00.00.00;Gorontalo;Gorontalo;349,205;2,384
04/12/2021 00.00.00;Gorontalo;Gorontalo;352,063;2,858
05/12/2021 00.00.00;Gorontalo;Gorontalo;352,715;0,652
06/12/2021 00.00.00;Gorontalo;Gorontalo;356,289;3,574
07/12/2021 00.00.00;Gorontalo;Gorontalo;360,817;4,528
08/12/2021 00.00.00;Gorontalo;Gorontalo;365,002;4,185
09/12/2021 00.00.00;Gorontalo;Gorontalo;368,79;3,788
10/12/2021 00.00.00;Gorontalo;Gorontalo;371,993;3,203
11/12/2021 00.00.00;Gorontalo;Gorontalo;374,974;2,981
12/12/2021 00.00.00;Gorontalo;Gorontalo;376,435;1,461
13/12/2021 00.00.00;Gorontalo;Gorontalo;379,961;3,526
14/12/2021 00.00.00;Gorontalo;Gorontalo;383,656;3,695
15/12/2021 00.00.00;Gorontalo;Gorontalo;388,148;4,492
16/12/2021 00.00.00;Gorontalo;Gorontalo;392,309;4,161
17/12/2021 00.00.00;Gorontalo;Gorontalo;395,341;3,032
18/12/2021 00.00.00;Gorontalo;Gorontalo;398,004;2,663
19/12/2021 00.00.00;Gorontalo;Gorontalo;398,839;0,835
20/12/2021 00.00.00;Gorontalo;Gorontalo;401,467;2,628
21/12/2021 00.00.00;Gorontalo;Gorontalo;405,46;3,993
22/12/2021 00.00.00;Gorontalo;Gorontalo;409,62;4,16
23/12/2021 00.00.00;Gorontalo;Gorontalo;414,835;5,215
24/12/2021 00.00.00;Gorontalo;Gorontalo;418,914;4,079
25/12/2021 00.00.00;Gorontalo;Gorontalo;420,286;1,372
26/12/2021 00.00.00;Gorontalo;Gorontalo;421,009;0,723
27/12/2021 00.00.00;Gorontalo;Gorontalo;426,297;5,288
28/12/2021 00.00.00;Gorontalo;Gorontalo;432,389;6,092
29/12/2021 00.00.00;Gorontalo;Gorontalo;438,809;6,42
30/12/2021 00.00.00;Gorontalo;Gorontalo;444,951;6,142
31/12/2021 00.00.00;Gorontalo;Gorontalo;447,54;2,589
01/01/2022 00.00.00;Gorontalo;Gorontalo;447,765;0,225
02/01/2022 00.00.00;Gorontalo;Gorontalo;447,913;0,148
03/01/2022 00.00.00;Gorontalo;Gorontalo;448,943;1,03
04/01/2022 00.00.00;Gorontalo;Gorontalo;451,051;2,108
05/01/2022 00.00.00;Gorontalo;Gorontalo;453,757;2,706
06/01/2022 00.00.00;Gorontalo;Gorontalo;456,444;2,687
07/01/2022 00.00.00;Gorontalo;Gorontalo;458,789;2,345
08/01/2022 00.00.00;Gorontalo;Gorontalo;460,741;1,952
09/01/2022 00.00.00;Gorontalo;Gorontalo;461,304;0,563
10/01/2022 00.00.00;Gorontalo;Gorontalo;463,625;2,321
11/01/2022 00.00.00;Gorontalo;Gorontalo;467,199;3,574
12/01/2022 00.00.00;Gorontalo;Gorontalo;471,141;3,942
13/01/2022 00.00.00;Gorontalo;Gorontalo;474,9;3,759
14/01/2022 00.00.00;Gorontalo;Gorontalo;478,247;3,347
15/01/2022 00.00.00;Gorontalo;Gorontalo;480,536;2,289
16/01/2022 00.00.00;Gorontalo;Gorontalo;480,958;0,422
17/01/2022 00.00.00;Gorontalo;Gorontalo;485,256;4,298
18/01/2022 00.00.00;Gorontalo;Gorontalo;487,751;2,495
19/01/2022 00.00.00;Gorontalo;Gorontalo;490,759;3,008
20/01/2022 00.00.00;Gorontalo;Gorontalo;493,631;2,872
21/01/2022 00.00.00;Gorontalo;Gorontalo;495,671;2,04
22/01/2022 00.00.00;Gorontalo;Gorontalo;496,607;0,936
23/01/2022 00.00.00;Gorontalo;Gorontalo;496,752;0,145
24/01/2022 00.00.00;Gorontalo;Gorontalo;498,55;1,798
25/01/2022 00.00.00;Gorontalo;Gorontalo;500,656;2,106
26/01/2022 00.00.00;Gorontalo;Gorontalo;503,355;2,699
27/01/2022 00.00.00;Gorontalo;Gorontalo;505,423;2,068
28/01/2022 00.00.00;Gorontalo;Gorontalo;506,642;1,219
29/01/2022 00.00.00;Gorontalo;Gorontalo;507,564;0,922
30/01/2022 00.00.00;Gorontalo;Gorontalo;507,714;0,15
31/01/2022 00.00.00;Gorontalo;Gorontalo;508,886;1,172
01/02/2022 00.00.00;Gorontalo;Gorontalo;509,087;0,201
02/02/2022 00.00.00;Gorontalo;Gorontalo;510,59;1,503
03/02/2022 00.00.00;Gorontalo;Gorontalo;512,173;1,583
04/02/2022 00.00.00;Gorontalo;Gorontalo;513,778;1,605
05/02/2022 00.00.00;Gorontalo;Gorontalo;514,67;0,892
06/02/2022 00.00.00;Gorontalo;Gorontalo;514,775;0,105
07/02/2022 00.00.00;Gorontalo;Gorontalo;516,447;1,672
08/02/2022 00.00.00;Gorontalo;Gorontalo;518,532;2,085
09/02/2022 00.00.00;Gorontalo;Gorontalo;520,827;2,295
10/02/2022 00.00.00;Gorontalo;Gorontalo;523,166;2,339
11/02/2022 00.00.00;Gorontalo;Gorontalo;525,053;1,887
12/02/2022 00.00.00;Gorontalo;Gorontalo;526,428;1,375
13/02/2022 00.00.00;Gorontalo;Gorontalo;526,706;0,278
14/02/2022 00.00.00;Gorontalo;Gorontalo;528,809;2,103
15/02/2022 00.00.00;Gorontalo;Gorontalo;531,271;2,462
16/02/2022 00.00.00;Gorontalo;Gorontalo;533,739;2,468
17/02/2022 00.00.00;Gorontalo;Gorontalo;536,82;3,081
18/02/2022 00.00.00;Gorontalo;Gorontalo;539,813;2,993
19/02/2022 00.00.00;Gorontalo;Gorontalo;540,937;1,124
20/02/2022 00.00.00;Gorontalo;Gorontalo;541,123;0,186
21/02/2022 00.00.00;Gorontalo;Gorontalo;543,752;2,629
22/02/2022 00.00.00;Gorontalo;Gorontalo;546,651;2,899
23/02/2022 00.00.00;Gorontalo;Gorontalo;550,363;3,712
