Tanggal;Prov;Provinsi;Running Sum of divaksin2 (ribu);divaksin2 (ribu)
18/01/2022 00.00.00;Yogyakarta;Yogyakarta;2656,355;7,949
19/01/2022 00.00.00;Yogyakarta;Yogyakarta;2664,602;8,247
20/01/2022 00.00.00;Yogyakarta;Yogyakarta;2675,434;10,832
21/01/2022 00.00.00;Yogyakarta;Yogyakarta;2680,555;5,121
22/01/2022 00.00.00;Yogyakarta;Yogyakarta;2682,388;1,833
23/01/2022 00.00.00;Yogyakarta;Yogyakarta;2682,714;0,326
24/01/2022 00.00.00;Yogyakarta;Yogyakarta;2695,868;13,154
25/01/2022 00.00.00;Yogyakarta;Yogyakarta;2709,962;14,094
26/01/2022 00.00.00;Yogyakarta;Yogyakarta;2722,449;12,487
27/01/2022 00.00.00;Yogyakarta;Yogyakarta;2735,833;13,384
28/01/2022 00.00.00;Yogyakarta;Yogyakarta;2742,771;6,938
29/01/2022 00.00.00;Yogyakarta;Yogyakarta;2744,415;1,644
30/01/2022 00.00.00;Yogyakarta;Yogyakarta;2744,611;0,196
31/01/2022 00.00.00;Yogyakarta;Yogyakarta;2752,725;8,114
01/02/2022 00.00.00;Yogyakarta;Yogyakarta;2752,863;0,138
02/02/2022 00.00.00;Yogyakarta;Yogyakarta;2764,18;11,317
03/02/2022 00.00.00;Yogyakarta;Yogyakarta;2781,389;17,209
04/02/2022 00.00.00;Yogyakarta;Yogyakarta;2789,206;7,817
05/02/2022 00.00.00;Yogyakarta;Yogyakarta;2797,494;8,288
06/02/2022 00.00.00;Yogyakarta;Yogyakarta;2799,634;2,14
07/02/2022 00.00.00;Yogyakarta;Yogyakarta;2810,913;11,279
08/02/2022 00.00.00;Yogyakarta;Yogyakarta;2822,161;11,248
09/02/2022 00.00.00;Yogyakarta;Yogyakarta;2837,206;15,045
10/02/2022 00.00.00;Yogyakarta;Yogyakarta;2849,741;12,535
11/02/2022 00.00.00;Yogyakarta;Yogyakarta;2856,614;6,873
12/02/2022 00.00.00;Yogyakarta;Yogyakarta;2863,924;7,31
13/02/2022 00.00.00;Yogyakarta;Yogyakarta;2867,845;3,921
14/02/2022 00.00.00;Yogyakarta;Yogyakarta;2876,998;9,153
15/02/2022 00.00.00;Yogyakarta;Yogyakarta;2889,223;12,225
16/02/2022 00.00.00;Yogyakarta;Yogyakarta;2900,344;11,121
17/02/2022 00.00.00;Yogyakarta;Yogyakarta;2911,001;10,657
18/02/2022 00.00.00;Yogyakarta;Yogyakarta;2915,272;4,271
19/02/2022 00.00.00;Yogyakarta;Yogyakarta;2919,959;4,687
20/02/2022 00.00.00;Yogyakarta;Yogyakarta;2921,04;1,081
21/02/2022 00.00.00;Yogyakarta;Yogyakarta;2926,821;5,781
22/02/2022 00.00.00;Yogyakarta;Yogyakarta;2930,887;4,066
23/02/2022 00.00.00;Yogyakarta;Yogyakarta;2936,174;5,287
24/02/2022 00.00.00;Yogyakarta;Yogyakarta;2941,907;5,733
25/02/2022 00.00.00;Yogyakarta;Yogyakarta;2943,483;1,576
26/02/2022 00.00.00;Yogyakarta;Yogyakarta;2945,694;2,211
27/02/2022 00.00.00;Yogyakarta;Yogyakarta;2946,337;0,643
28/02/2022 00.00.00;Yogyakarta;Yogyakarta;2946,772;0,435
01/03/2022 00.00.00;Yogyakarta;Yogyakarta;2948,205;1,433
02/03/2022 00.00.00;Yogyakarta;Yogyakarta;2949,864;1,659
03/03/2022 00.00.00;Yogyakarta;Yogyakarta;2949,95;0,086
04/03/2022 00.00.00;Yogyakarta;Yogyakarta;2951,498;1,548
05/03/2022 00.00.00;Yogyakarta;Yogyakarta;2953,158;1,66
06/03/2022 00.00.00;Yogyakarta;Yogyakarta;2953,222;0,064
07/03/2022 00.00.00;Yogyakarta;Yogyakarta;2954,399;1,177
08/03/2022 00.00.00;Yogyakarta;Yogyakarta;2955,693;1,294
09/03/2022 00.00.00;Yogyakarta;Yogyakarta;2957,004;1,311
10/03/2022 00.00.00;Yogyakarta;Yogyakarta;2958,569;1,565
11/03/2022 00.00.00;Yogyakarta;Yogyakarta;2959,608;1,039
12/03/2022 00.00.00;Yogyakarta;Yogyakarta;2961,05;1,442
13/03/2022 00.00.00;Yogyakarta;Yogyakarta;2961,107;0,057
14/03/2022 00.00.00;Yogyakarta;Yogyakarta;2961,832;0,725
15/03/2022 00.00.00;Yogyakarta;Yogyakarta;2963,033;1,201
16/03/2022 00.00.00;Yogyakarta;Yogyakarta;2964,217;1,184
17/03/2022 00.00.00;Yogyakarta;Yogyakarta;2965,736;1,519
18/03/2022 00.00.00;Yogyakarta;Yogyakarta;2966,588;0,852
19/03/2022 00.00.00;Yogyakarta;Yogyakarta;2967,528;0,94
20/03/2022 00.00.00;Yogyakarta;Yogyakarta;2967,825;0,297
21/03/2022 00.00.00;Yogyakarta;Yogyakarta;2968,704;0,879
22/03/2022 00.00.00;Yogyakarta;Yogyakarta;2969,642;0,938
23/03/2022 00.00.00;Yogyakarta;Yogyakarta;2970,817;1,175
24/03/2022 00.00.00;Yogyakarta;Yogyakarta;2972,245;1,428
25/03/2022 00.00.00;Yogyakarta;Yogyakarta;2973,053;0,808
26/03/2022 00.00.00;Yogyakarta;Yogyakarta;2974,042;0,989
27/03/2022 00.00.00;Yogyakarta;Yogyakarta;2974,33;0,288
28/03/2022 00.00.00;Yogyakarta;Yogyakarta;2975,287;0,957
29/03/2022 00.00.00;Yogyakarta;Yogyakarta;2976,36;1,073
30/03/2022 00.00.00;Yogyakarta;Yogyakarta;2977,802;1,442
31/03/2022 00.00.00;Yogyakarta;Yogyakarta;2978,966;1,164
01/04/2022 00.00.00;Yogyakarta;Yogyakarta;2979,871;0,905
02/04/2022 00.00.00;Yogyakarta;Yogyakarta;2980,127;0,256
03/04/2022 00.00.00;Yogyakarta;Yogyakarta;2980,155;0,028
04/04/2022 00.00.00;Yogyakarta;Yogyakarta;2980,412;0,257
05/04/2022 00.00.00;Yogyakarta;Yogyakarta;2980,723;0,311
06/04/2022 00.00.00;Yogyakarta;Yogyakarta;2981,065;0,342
07/04/2022 00.00.00;Yogyakarta;Yogyakarta;2981,505;0,44
08/04/2022 00.00.00;Yogyakarta;Yogyakarta;2981,801;0,296
09/04/2022 00.00.00;Yogyakarta;Yogyakarta;2982,207;0,406
10/04/2022 00.00.00;Yogyakarta;Yogyakarta;2982,331;0,124
11/04/2022 00.00.00;Yogyakarta;Yogyakarta;2982,601;0,27
12/04/2022 00.00.00;Yogyakarta;Yogyakarta;2983,315;0,714
13/04/2022 00.00.00;Yogyakarta;Yogyakarta;2984,241;0,926
14/04/2022 00.00.00;Yogyakarta;Yogyakarta;2985,434;1,193
15/04/2022 00.00.00;Yogyakarta;Yogyakarta;2985,945;0,511
16/04/2022 00.00.00;Yogyakarta;Yogyakarta;2986,825;0,88
17/04/2022 00.00.00;Yogyakarta;Yogyakarta;2987,07;0,245
18/04/2022 00.00.00;Yogyakarta;Yogyakarta;2988,029;0,959
19/04/2022 00.00.00;Yogyakarta;Yogyakarta;2988,842;0,813
20/04/2022 00.00.00;Yogyakarta;Yogyakarta;2989,482;0,64
21/04/2022 00.00.00;Yogyakarta;Yogyakarta;2990,174;0,692
22/04/2022 00.00.00;Yogyakarta;Yogyakarta;2990,521;0,347
23/04/2022 00.00.00;Yogyakarta;Yogyakarta;2990,904;0,383
24/04/2022 00.00.00;Yogyakarta;Yogyakarta;2990,992;0,088
25/04/2022 00.00.00;Yogyakarta;Yogyakarta;2991,416;0,424
26/04/2022 00.00.00;Yogyakarta;Yogyakarta;2991,84;0,424
27/04/2022 00.00.00;Yogyakarta;Yogyakarta;2992,23;0,39
28/04/2022 00.00.00;Yogyakarta;Yogyakarta;2992,462;0,232
29/04/2022 00.00.00;Yogyakarta;Yogyakarta;2992,663;0,201
30/04/2022 00.00.00;Yogyakarta;Yogyakarta;2992,755;0,092
01/05/2022 00.00.00;Yogyakarta;Yogyakarta;2992,764;0,009
02/05/2022 00.00.00;Yogyakarta;Yogyakarta;2992,772;0,008
03/05/2022 00.00.00;Yogyakarta;Yogyakarta;2992,778;0,006
04/05/2022 00.00.00;Yogyakarta;Yogyakarta;2992,801;0,023
05/05/2022 00.00.00;Yogyakarta;Yogyakarta;2992,876;0,075
06/05/2022 00.00.00;Yogyakarta;Yogyakarta;2992,911;0,035
07/05/2022 00.00.00;Yogyakarta;Yogyakarta;2992,978;0,067
08/05/2022 00.00.00;Yogyakarta;Yogyakarta;2992,992;0,014
09/05/2022 00.00.00;Yogyakarta;Yogyakarta;2993,125;0,133
10/05/2022 00.00.00;Yogyakarta;Yogyakarta;2993,433;0,308
11/05/2022 00.00.00;Yogyakarta;Yogyakarta;2993,727;0,294
12/05/2022 00.00.00;Yogyakarta;Yogyakarta;2994,361;0,634
13/05/2022 00.00.00;Yogyakarta;Yogyakarta;2994,6;0,239
14/05/2022 00.00.00;Yogyakarta;Yogyakarta;2994,878;0,278
15/05/2022 00.00.00;Yogyakarta;Yogyakarta;2994,917;0,039
16/05/2022 00.00.00;Yogyakarta;Yogyakarta;2994,942;0,025
17/05/2022 00.00.00;Yogyakarta;Yogyakarta;2995,307;0,365
18/05/2022 00.00.00;Yogyakarta;Yogyakarta;2995,625;0,318
19/05/2022 00.00.00;Yogyakarta;Yogyakarta;2996,136;0,511
20/05/2022 00.00.00;Yogyakarta;Yogyakarta;2996,335;0,199
21/05/2022 00.00.00;Yogyakarta;Yogyakarta;2996,584;0,249
22/05/2022 00.00.00;Yogyakarta;Yogyakarta;2996,619;0,035
23/05/2022 00.00.00;Yogyakarta;Yogyakarta;2996,817;0,198
24/05/2022 00.00.00;Yogyakarta;Yogyakarta;2997,285;0,468
25/05/2022 00.00.00;Yogyakarta;Yogyakarta;2997,462;0,177
26/05/2022 00.00.00;Yogyakarta;Yogyakarta;2997,567;0,105
27/05/2022 00.00.00;Yogyakarta;Yogyakarta;2997,803;0,236
28/05/2022 00.00.00;Yogyakarta;Yogyakarta;2997,974;0,171
29/05/2022 00.00.00;Yogyakarta;Yogyakarta;2997,991;0,017
30/05/2022 00.00.00;Yogyakarta;Yogyakarta;2998,084;0,093
31/05/2022 00.00.00;Yogyakarta;Yogyakarta;2998,314;0,23
01/06/2022 00.00.00;Yogyakarta;Yogyakarta;2998,331;0,017
02/06/2022 00.00.00;Yogyakarta;Yogyakarta;2998,61;0,279
03/06/2022 00.00.00;Yogyakarta;Yogyakarta;2998,756;0,146
04/06/2022 00.00.00;Yogyakarta;Yogyakarta;2998,88;0,124
05/06/2022 00.00.00;Yogyakarta;Yogyakarta;2998,901;0,021
06/06/2022 00.00.00;Yogyakarta;Yogyakarta;2999,072;0,171
07/06/2022 00.00.00;Yogyakarta;Yogyakarta;2999,241;0,169
08/06/2022 00.00.00;Yogyakarta;Yogyakarta;2999,574;0,333
09/06/2022 00.00.00;Yogyakarta;Yogyakarta;3000,363;0,789
10/06/2022 00.00.00;Yogyakarta;Yogyakarta;3000,69;0,327
11/06/2022 00.00.00;Yogyakarta;Yogyakarta;3001,24;0,55
12/06/2022 00.00.00;Yogyakarta;Yogyakarta;3001,308;0,068
13/06/2022 00.00.00;Yogyakarta;Yogyakarta;3001,583;0,275
14/06/2022 00.00.00;Yogyakarta;Yogyakarta;3001,99;0,407
15/06/2022 00.00.00;Yogyakarta;Yogyakarta;3002,19;0,2
16/06/2022 00.00.00;Yogyakarta;Yogyakarta;3002,965;0,775
17/06/2022 00.00.00;Yogyakarta;Yogyakarta;3003,224;0,259
18/06/2022 00.00.00;Yogyakarta;Yogyakarta;3003,447;0,223
19/06/2022 00.00.00;Yogyakarta;Yogyakarta;3003,473;0,026
20/06/2022 00.00.00;Yogyakarta;Yogyakarta;3003,611;0,138
21/06/2022 00.00.00;Yogyakarta;Yogyakarta;3003,974;0,363
22/06/2022 00.00.00;Yogyakarta;Yogyakarta;3004,298;0,324
23/06/2022 00.00.00;Yogyakarta;Yogyakarta;3004,797;0,499
24/06/2022 00.00.00;Yogyakarta;Yogyakarta;3005,116;0,319
25/06/2022 00.00.00;Yogyakarta;Yogyakarta;3005,276;0,16
26/06/2022 00.00.00;Yogyakarta;Yogyakarta;3005,353;0,077
27/06/2022 00.00.00;Yogyakarta;Yogyakarta;3005,627;0,274
28/06/2022 00.00.00;Yogyakarta;Yogyakarta;3005,96;0,333
29/06/2022 00.00.00;Yogyakarta;Yogyakarta;3006,182;0,222
30/06/2022 00.00.00;Yogyakarta;Yogyakarta;3006,609;0,427
01/07/2022 00.00.00;Yogyakarta;Yogyakarta;3006,754;0,145
02/07/2022 00.00.00;Yogyakarta;Yogyakarta;3006,852;0,098
03/07/2022 00.00.00;Yogyakarta;Yogyakarta;3006,87;0,018
04/07/2022 00.00.00;Yogyakarta;Yogyakarta;3006,969;0,099
05/07/2022 00.00.00;Yogyakarta;Yogyakarta;3007,143;0,174
06/07/2022 00.00.00;Yogyakarta;Yogyakarta;3007,288;0,145
07/07/2022 00.00.00;Yogyakarta;Yogyakarta;3007,593;0,305
08/07/2022 00.00.00;Yogyakarta;Yogyakarta;3007,858;0,265
09/07/2022 00.00.00;Yogyakarta;Yogyakarta;3007,901;0,043
10/07/2022 00.00.00;Yogyakarta;Yogyakarta;3007,912;0,011
11/07/2022 00.00.00;Yogyakarta;Yogyakarta;3008,004;0,092
12/07/2022 00.00.00;Yogyakarta;Yogyakarta;3008,147;0,143
13/07/2022 00.00.00;Yogyakarta;Yogyakarta;3008,283;0,136
14/07/2022 00.00.00;Yogyakarta;Yogyakarta;3008,465;0,182
15/07/2022 00.00.00;Yogyakarta;Yogyakarta;3008,608;0,143
16/07/2022 00.00.00;Yogyakarta;Yogyakarta;3008,78;0,172
17/07/2022 00.00.00;Yogyakarta;Yogyakarta;3008,846;0,066
18/07/2022 00.00.00;Yogyakarta;Yogyakarta;3008,96;0,114
19/07/2022 00.00.00;Yogyakarta;Yogyakarta;3009,203;0,243
20/07/2022 00.00.00;Yogyakarta;Yogyakarta;3009,369;0,166
21/07/2022 00.00.00;Yogyakarta;Yogyakarta;3009,603;0,234
22/07/2022 00.00.00;Yogyakarta;Yogyakarta;3009,788;0,185
23/07/2022 00.00.00;Yogyakarta;Yogyakarta;3009,941;0,153
24/07/2022 00.00.00;Yogyakarta;Yogyakarta;3010,007;0,066
25/07/2022 00.00.00;Yogyakarta;Yogyakarta;3010,131;0,124
26/07/2022 00.00.00;Yogyakarta;Yogyakarta;3010,381;0,25
27/07/2022 00.00.00;Yogyakarta;Yogyakarta;3010,646;0,265
28/07/2022 00.00.00;Yogyakarta;Yogyakarta;3010,863;0,217
29/07/2022 00.00.00;Yogyakarta;Yogyakarta;3011,074;0,211
30/07/2022 00.00.00;Yogyakarta;Yogyakarta;3011,135;0,061
31/07/2022 00.00.00;Yogyakarta;Yogyakarta;3011,176;0,041
01/08/2022 00.00.00;Yogyakarta;Yogyakarta;3011,324;0,148
02/08/2022 00.00.00;Yogyakarta;Yogyakarta;3011,6;0,276
03/08/2022 00.00.00;Yogyakarta;Yogyakarta;3011,695;0,095
04/08/2022 00.00.00;Yogyakarta;Yogyakarta;3011,93;0,235
05/08/2022 00.00.00;Yogyakarta;Yogyakarta;3012,091;0,161
06/08/2022 00.00.00;Yogyakarta;Yogyakarta;3012,272;0,181
07/08/2022 00.00.00;Yogyakarta;Yogyakarta;3012,294;0,022
08/08/2022 00.00.00;Yogyakarta;Yogyakarta;3012,413;0,119
09/08/2022 00.00.00;Yogyakarta;Yogyakarta;3012,589;0,176
10/08/2022 00.00.00;Yogyakarta;Yogyakarta;3012,751;0,162
11/08/2022 00.00.00;Yogyakarta;Yogyakarta;3012,927;0,176
12/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,022000000;0,095
13/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,157;0,135
14/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,183000000;0,026
15/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,305000000;0,122
16/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,412000000;0,107
17/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,419000000;0,007
18/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,563000000;0,144
19/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,643000000;0,08
20/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,746000000;0,103
21/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,767000000;0,021
22/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,826;0,059
23/08/2022 00.00.00;Yogyakarta;Yogyakarta;3013,989;0,163
24/08/2022 00.00.00;Yogyakarta;Yogyakarta;3014,113000000;0,124
25/08/2022 00.00.00;Yogyakarta;Yogyakarta;3014,262000000;0,149
26/08/2022 00.00.00;Yogyakarta;Yogyakarta;3014,320000000;0,058
27/08/2022 00.00.00;Yogyakarta;Yogyakarta;3014,433000000;0,113
28/08/2022 00.00.00;Yogyakarta;Yogyakarta;3014,476000000;0,043
29/08/2022 00.00.00;Yogyakarta;Yogyakarta;3014,525000000;0,049
30/08/2022 00.00.00;Yogyakarta;Yogyakarta;3014,691000000;0,166
31/08/2022 00.00.00;Yogyakarta;Yogyakarta;3014,783000000;0,092
01/09/2022 00.00.00;Yogyakarta;Yogyakarta;3014,907000000;0,124
02/09/2022 00.00.00;Yogyakarta;Yogyakarta;3014,996000000;0,089
03/09/2022 00.00.00;Yogyakarta;Yogyakarta;3015,136000000;0,14
04/09/2022 00.00.00;Yogyakarta;Yogyakarta;3015,181000000;0,045
05/09/2022 00.00.00;Yogyakarta;Yogyakarta;3015,258000000;0,077
06/09/2022 00.00.00;Yogyakarta;Yogyakarta;3015,481000000;0,223
07/09/2022 00.00.00;Yogyakarta;Yogyakarta;3015,615000000;0,134
08/09/2022 00.00.00;Yogyakarta;Yogyakarta;3016,008000000;0,393
09/09/2022 00.00.00;Yogyakarta;Yogyakarta;3016,884;0,876
10/09/2022 00.00.00;Yogyakarta;Yogyakarta;3017,031000000;0,147
11/09/2022 00.00.00;Yogyakarta;Yogyakarta;3017,072;0,041
12/09/2022 00.00.00;Yogyakarta;Yogyakarta;3017,176000000;0,104
13/09/2022 00.00.00;Yogyakarta;Yogyakarta;3017,488000000;0,312
14/09/2022 00.00.00;Yogyakarta;Yogyakarta;3018,099000000;0,611
15/09/2022 00.00.00;Yogyakarta;Yogyakarta;3018,720000000;0,621
16/09/2022 00.00.00;Yogyakarta;Yogyakarta;3018,976000000;0,256
17/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,072000000;0,096
18/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,101000000;0,029
19/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,178000000;0,077
20/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,297;0,119
21/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,468000000;0,171
22/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,677000000;0,209
23/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,762000000;0,085
24/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,862000000;0,1
25/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,914000000;0,052
26/09/2022 00.00.00;Yogyakarta;Yogyakarta;3019,954000000;0,04
27/09/2022 00.00.00;Yogyakarta;Yogyakarta;3020,047000000;0,093
28/09/2022 00.00.00;Yogyakarta;Yogyakarta;3020,168000000;0,121
29/09/2022 00.00.00;Yogyakarta;Yogyakarta;3020,336000000;0,168
30/09/2022 00.00.00;Yogyakarta;Yogyakarta;3020,430000000;0,094
01/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,503000000;0,073
02/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,521000000;0,018
03/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,550000000;0,029
04/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,614000000;0,064
05/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,655000000;0,041
06/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,736000000;0,081
07/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,801000000;0,065
08/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,802;0,001
09/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,802;0
10/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,830000000;0,028
11/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,895000000;0,065
12/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,930000000;0,035
13/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,971;0,041
14/10/2022 00.00.00;Yogyakarta;Yogyakarta;3020,979000000;0,008
15/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,044000000;0,065
16/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,045;0,001
17/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,061;0,016
18/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,072;0,011
19/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,087000000;0,015
20/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,095000000;0,008
21/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,096;0,001
22/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,097;0,001
23/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,097;0
24/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,098;0,001
25/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,099;0,001
26/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,103;0,004
27/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,106;0,003
28/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,109;0,003
29/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,113;0,004
30/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,113;0
31/10/2022 00.00.00;Yogyakarta;Yogyakarta;3021,117;0,004
01/11/2022 00.00.00;Yogyakarta;Yogyakarta;3021,146;0,029
02/11/2022 00.00.00;Yogyakarta;Yogyakarta;3021,165;0,019
13/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0;0
14/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0;0
15/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0;0
16/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0;0
17/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0;0
18/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0;0
19/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,001;0,001
20/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,001;0
21/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,002;0,001
22/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,002;0
23/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,002;0
24/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,002;0
25/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,002;0
26/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,004;0,002
27/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,004;0
28/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,062;0,058
29/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,241;0,179
30/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,313;0,072
31/01/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,314;0,001
01/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;0,592;0,278
02/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;1,104;0,512
03/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;2,116;1,012
04/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;3,261;1,145
05/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;4,485;1,224
06/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;5,111;0,626
07/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;5,153;0,042
08/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;6,294;1,141
09/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;7,016;0,722
10/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;7,867;0,851
11/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;8,891;1,024
12/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;8,987;0,096
13/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;9,531;0,544
14/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;9,574;0,043
15/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;11,141;1,567
16/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;12,176;1,035
17/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;13,751;1,575
18/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;16,574;2,823
19/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;19,741;3,167
20/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;22,422;2,681
21/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;22,666;0,244
22/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;26,405;3,739
23/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;30,607;4,202
24/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;34,743;4,136
25/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;39,093;4,35
26/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;39,836;0,743
27/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;40,94;1,104
28/02/2021 00.00.00;Sumatera Utara;Sumatera Utara;41,316;0,376
01/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;44,721;3,405
02/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;48,172;3,451
03/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;51,446;3,274
04/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;54,122;2,676
05/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;56,013;1,891
06/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;56,762;0,749
07/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;56,824;0,062
08/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;58,825;2,001
09/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;60,289;1,464
10/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;62,42;2,131
11/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;62,803;0,383
12/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;63,62;0,817
13/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;64,354;0,734
14/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;64,362;0,008
15/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;65,504;1,142
16/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;66,545;1,041
17/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;69,364;2,819
18/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;73,406;4,042
19/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;77,943;4,537
20/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;79,317;1,374
21/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;79,584;0,267
22/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;84,167;4,583
23/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;88,89;4,723
24/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;95,773;6,883
25/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;97,796000000;2,023
26/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;101,898;4,102
27/03/2021 00.00.00;Sumatera Utara;Sumatera Utara;104,117;2,219
