Tanggal;Provinsi;Running Sum of divaksin1 (ribu);divaksin1 (ribu)
05/04/2021 00.00.00;Bali;458,203;16,748
06/04/2021 00.00.00;Bali;476,593;18,39
07/04/2021 00.00.00;Bali;498,839;22,246
08/04/2021 00.00.00;Bali;522,106;23,267
09/04/2021 00.00.00;Bali;544,212;22,106
10/04/2021 00.00.00;Bali;563,799;19,587
11/04/2021 00.00.00;Bali;569,237;5,438
12/04/2021 00.00.00;Bali;582,267;13,03
13/04/2021 00.00.00;Bali;582,425;0,158
14/04/2021 00.00.00;Bali;582,446;0,021
15/04/2021 00.00.00;Bali;582,561;0,115
16/04/2021 00.00.00;Bali;595,705;13,144
17/04/2021 00.00.00;Bali;615,846;20,141
18/04/2021 00.00.00;Bali;618,747;2,901
19/04/2021 00.00.00;Bali;636,323;17,576
20/04/2021 00.00.00;Bali;659,617;23,294
21/04/2021 00.00.00;Bali;683,112;23,495
22/04/2021 00.00.00;Bali;703,195;20,083
23/04/2021 00.00.00;Bali;705,471;2,276
24/04/2021 00.00.00;Bali;705,486;0,015
25/04/2021 00.00.00;Bali;705,521;0,035
26/04/2021 00.00.00;Bali;715,854;10,333
27/04/2021 00.00.00;Bali;725,221;9,367
28/04/2021 00.00.00;Bali;733,456;8,235
29/04/2021 00.00.00;Bali;743,72;10,264
30/04/2021 00.00.00;Bali;754,319;10,599
01/05/2021 00.00.00;Bali;754,751;0,432
02/05/2021 00.00.00;Bali;755,358;0,607
03/05/2021 00.00.00;Bali;759,441;4,083
04/05/2021 00.00.00;Bali;768,914;9,473
05/05/2021 00.00.00;Bali;786,902;17,988
06/05/2021 00.00.00;Bali;813,033;26,131
07/05/2021 00.00.00;Bali;842,925;29,892
08/05/2021 00.00.00;Bali;871,712;28,787
09/05/2021 00.00.00;Bali;881,012;9,3
10/05/2021 00.00.00;Bali;906,168;25,156
11/05/2021 00.00.00;Bali;944,016;37,848
12/05/2021 00.00.00;Bali;970,18;26,164
13/05/2021 00.00.00;Bali;972,742;2,562
14/05/2021 00.00.00;Bali;973,78;1,038
15/05/2021 00.00.00;Bali;990,018;16,238
16/05/2021 00.00.00;Bali;1006,271;16,253
17/05/2021 00.00.00;Bali;1038,76;32,489
18/05/2021 00.00.00;Bali;1060,931;22,171
19/05/2021 00.00.00;Bali;1084,112;23,181
20/05/2021 00.00.00;Bali;1105,618;21,506
21/05/2021 00.00.00;Bali;1136,887;31,269
22/05/2021 00.00.00;Bali;1162,058;25,171
23/05/2021 00.00.00;Bali;1174,27;12,212
24/05/2021 00.00.00;Bali;1204,604;30,334
25/05/2021 00.00.00;Bali;1221,323;16,719
26/05/2021 00.00.00;Bali;1222,148;0,825
27/05/2021 00.00.00;Bali;1245,663;23,515
28/05/2021 00.00.00;Bali;1277,791;32,128
29/05/2021 00.00.00;Bali;1293,978;16,187
30/05/2021 00.00.00;Bali;1295,934;1,956
31/05/2021 00.00.00;Bali;1314,225;18,291
01/06/2021 00.00.00;Bali;1317,368;3,143
02/06/2021 00.00.00;Bali;1337,211;19,843
03/06/2021 00.00.00;Bali;1360,583;23,372
04/06/2021 00.00.00;Bali;1390,379;29,796
05/06/2021 00.00.00;Bali;1417,965;27,586
06/06/2021 00.00.00;Bali;1420,623;2,658
07/06/2021 00.00.00;Bali;1455,82;35,197
08/06/2021 00.00.00;Bali;1486,728;30,908
09/06/2021 00.00.00;Bali;1525,334;38,606
10/06/2021 00.00.00;Bali;1567,785;42,451
11/06/2021 00.00.00;Bali;1618,137;50,352
12/06/2021 00.00.00;Bali;1661,088;42,951
13/06/2021 00.00.00;Bali;1668,819;7,731
14/06/2021 00.00.00;Bali;1714,133;45,314
15/06/2021 00.00.00;Bali;1764,247;50,114
16/06/2021 00.00.00;Bali;1803,881;39,634
17/06/2021 00.00.00;Bali;1850,729;46,848
18/06/2021 00.00.00;Bali;1892,498;41,769
19/06/2021 00.00.00;Bali;1926,388;33,89
20/06/2021 00.00.00;Bali;1928,52;2,132
21/06/2021 00.00.00;Bali;1971,243;42,723
22/06/2021 00.00.00;Bali;2005,063;33,82
23/06/2021 00.00.00;Bali;2032,014;26,951
24/06/2021 00.00.00;Bali;2054,97;22,956
25/06/2021 00.00.00;Bali;2095,032;40,062
26/06/2021 00.00.00;Bali;2137,744;42,712
27/06/2021 00.00.00;Bali;2141,7;3,956
28/06/2021 00.00.00;Bali;2187,762;46,062
29/06/2021 00.00.00;Bali;2225,589;37,827
30/06/2021 00.00.00;Bali;2259,546;33,957
01/07/2021 00.00.00;Bali;2281,11;21,564
02/07/2021 00.00.00;Bali;2304,43;23,32
03/07/2021 00.00.00;Bali;2328,098;23,668
04/07/2021 00.00.00;Bali;2333,924;5,826
05/07/2021 00.00.00;Bali;2371,807;37,883
06/07/2021 00.00.00;Bali;2420,007;48,2
07/07/2021 00.00.00;Bali;2470,5;50,493
08/07/2021 00.00.00;Bali;2532,622;62,122
09/07/2021 00.00.00;Bali;2588,477;55,855
10/07/2021 00.00.00;Bali;2632,031;43,554
11/07/2021 00.00.00;Bali;2635,523;3,492
12/07/2021 00.00.00;Bali;2695,508;59,985
13/07/2021 00.00.00;Bali;2747,618;52,11
14/07/2021 00.00.00;Bali;2791,516;43,898
15/07/2021 00.00.00;Bali;2840,312;48,796
16/07/2021 00.00.00;Bali;2881,343;41,031
17/07/2021 00.00.00;Bali;2910,881;29,538
18/07/2021 00.00.00;Bali;2914,385;3,504
19/07/2021 00.00.00;Bali;2942,454;28,069
20/07/2021 00.00.00;Bali;2943,374;0,92
21/07/2021 00.00.00;Bali;2966,601;23,227
22/07/2021 00.00.00;Bali;2988,917;22,316
23/07/2021 00.00.00;Bali;3010,548;21,631
24/07/2021 00.00.00;Bali;3025,88;15,332
25/07/2021 00.00.00;Bali;3026,838;0,958
26/07/2021 00.00.00;Bali;3040,032;13,194
27/07/2021 00.00.00;Bali;3053,52;13,488
28/07/2021 00.00.00;Bali;3062,878;9,358
29/07/2021 00.00.00;Bali;3072,071;9,193
30/07/2021 00.00.00;Bali;3079,838;7,767
31/07/2021 00.00.00;Bali;3084,442;4,604
01/08/2021 00.00.00;Bali;3084,643;0,201
02/08/2021 00.00.00;Bali;3089,169;4,526
03/08/2021 00.00.00;Bali;3092,458;3,289
04/08/2021 00.00.00;Bali;3096,416;3,958
05/08/2021 00.00.00;Bali;3099,607;3,191
06/08/2021 00.00.00;Bali;3102,536;2,929
07/08/2021 00.00.00;Bali;3105,153;2,617
08/08/2021 00.00.00;Bali;3105,776;0,623
09/08/2021 00.00.00;Bali;3109,252;3,476
10/08/2021 00.00.00;Bali;3112,16;2,908
11/08/2021 00.00.00;Bali;3113,206;1,046
12/08/2021 00.00.00;Bali;3117,178;3,972
13/08/2021 00.00.00;Bali;3121,079;3,901
14/08/2021 00.00.00;Bali;3125,059;3,98
15/08/2021 00.00.00;Bali;3125,573;0,514
16/08/2021 00.00.00;Bali;3129,345;3,772000000
17/08/2021 00.00.00;Bali;3129,411;0,066
18/08/2021 00.00.00;Bali;3134,721;5,31
19/08/2021 00.00.00;Bali;3139,107;4,386000000
20/08/2021 00.00.00;Bali;3142,663;3,556
21/08/2021 00.00.00;Bali;3146,336;3,673
22/08/2021 00.00.00;Bali;3148,412;2,076
23/08/2021 00.00.00;Bali;3152,844;4,432
24/08/2021 00.00.00;Bali;3158,548;5,704
25/08/2021 00.00.00;Bali;3163,969;5,421
26/08/2021 00.00.00;Bali;3169,872;5,903
27/08/2021 00.00.00;Bali;3177,807;7,935
28/08/2021 00.00.00;Bali;3178,556;0,749
29/08/2021 00.00.00;Bali;3179,453;0,897
30/08/2021 00.00.00;Bali;3184,949;5,496
31/08/2021 00.00.00;Bali;3191,127;6,178000000
01/09/2021 00.00.00;Bali;3191,959;0,832
02/09/2021 00.00.00;Bali;3201,433;9,474
03/09/2021 00.00.00;Bali;3208,648;7,215
04/09/2021 00.00.00;Bali;3217,663;9,015
05/09/2021 00.00.00;Bali;3219,869;2,206
06/09/2021 00.00.00;Bali;3227,931;8,062
07/09/2021 00.00.00;Bali;3237,286;9,355
08/09/2021 00.00.00;Bali;3244,481;7,195
09/09/2021 00.00.00;Bali;3251,013;6,532
10/09/2021 00.00.00;Bali;3257,247;6,234
11/09/2021 00.00.00;Bali;3260,207;2,96
12/09/2021 00.00.00;Bali;3260,547;0,34
13/09/2021 00.00.00;Bali;3266,404;5,857
14/09/2021 00.00.00;Bali;3272,172;5,768
15/09/2021 00.00.00;Bali;3277,9;5,728
16/09/2021 00.00.00;Bali;3283,281;5,381
17/09/2021 00.00.00;Bali;3288,994;5,713
18/09/2021 00.00.00;Bali;3293,438;4,444
19/09/2021 00.00.00;Bali;3294,19;0,752
20/09/2021 00.00.00;Bali;3300,683;6,493
21/09/2021 00.00.00;Bali;3305,131;4,448
22/09/2021 00.00.00;Bali;3310,079;4,948
23/09/2021 00.00.00;Bali;3317,008;6,929
24/09/2021 00.00.00;Bali;3321,442;4,434
25/09/2021 00.00.00;Bali;3325,808;4,366
26/09/2021 00.00.00;Bali;3326,778;0,97
27/09/2021 00.00.00;Bali;3332,221;5,443
28/09/2021 00.00.00;Bali;3336,994;4,773
29/09/2021 00.00.00;Bali;3342,804;5,81
30/09/2021 00.00.00;Bali;3347,791;4,987
01/10/2021 00.00.00;Bali;3352,869;5,078
02/10/2021 00.00.00;Bali;3356,653;3,784
03/10/2021 00.00.00;Bali;3356,925;0,272
04/10/2021 00.00.00;Bali;3360,435;3,51
05/10/2021 00.00.00;Bali;3363,048;2,613
06/10/2021 00.00.00;Bali;3366,854;3,806
07/10/2021 00.00.00;Bali;3371,067;4,213
08/10/2021 00.00.00;Bali;3374,627;3,56
09/10/2021 00.00.00;Bali;3377,608;2,981
10/10/2021 00.00.00;Bali;3377,998;0,39
11/10/2021 00.00.00;Bali;3381,409;3,411
12/10/2021 00.00.00;Bali;3385,167;3,758
13/10/2021 00.00.00;Bali;3388,343;3,176
14/10/2021 00.00.00;Bali;3392,096;3,753
15/10/2021 00.00.00;Bali;3395,518;3,422
16/10/2021 00.00.00;Bali;3397,452;1,934
17/10/2021 00.00.00;Bali;3397,723;0,271
18/10/2021 00.00.00;Bali;3401,451;3,728
19/10/2021 00.00.00;Bali;3404,367;2,916
20/10/2021 00.00.00;Bali;3405,014;0,647
21/10/2021 00.00.00;Bali;3408,302;3,288
22/10/2021 00.00.00;Bali;3411,637;3,335
23/10/2021 00.00.00;Bali;3414,361;2,724
24/10/2021 00.00.00;Bali;3414,464;0,103
25/10/2021 00.00.00;Bali;3417,487;3,023
26/10/2021 00.00.00;Bali;3419,96;2,473
27/10/2021 00.00.00;Bali;3422,384;2,424
28/10/2021 00.00.00;Bali;3424,429;2,045
29/10/2021 00.00.00;Bali;3427,12;2,691
30/10/2021 00.00.00;Bali;3429,318;2,198
31/10/2021 00.00.00;Bali;3429,445;0,127
01/11/2021 00.00.00;Bali;3431,101;1,656
02/11/2021 00.00.00;Bali;3432,841;1,74
03/11/2021 00.00.00;Bali;3434,346;1,505
04/11/2021 00.00.00;Bali;3435,279;0,933
05/11/2021 00.00.00;Bali;3436,287;1,008
06/11/2021 00.00.00;Bali;3437,208;0,921
07/11/2021 00.00.00;Bali;3437,276;0,068
08/11/2021 00.00.00;Bali;3438,541;1,265
09/11/2021 00.00.00;Bali;3438,595;0,054
10/11/2021 00.00.00;Bali;3438,66;0,065
11/11/2021 00.00.00;Bali;3438,713;0,053
12/11/2021 00.00.00;Bali;3439,872;1,159
13/11/2021 00.00.00;Bali;3441,096;1,224
14/11/2021 00.00.00;Bali;3441,162;0,066
15/11/2021 00.00.00;Bali;3442,854;1,692
16/11/2021 00.00.00;Bali;3444,42;1,566
17/11/2021 00.00.00;Bali;3445,882;1,462
18/11/2021 00.00.00;Bali;3447,187;1,305
19/11/2021 00.00.00;Bali;3447,538;0,351
20/11/2021 00.00.00;Bali;3447,555;0,017
21/11/2021 00.00.00;Bali;3447,617;0,062
22/11/2021 00.00.00;Bali;3449,535;1,918
23/11/2021 00.00.00;Bali;3451,008;1,473
24/11/2021 00.00.00;Bali;3452,471;1,463
25/11/2021 00.00.00;Bali;3453,846;1,375
26/11/2021 00.00.00;Bali;3455,386;1,54
27/11/2021 00.00.00;Bali;3457,259;1,873
28/11/2021 00.00.00;Bali;3457,363;0,104
29/11/2021 00.00.00;Bali;3458,673;1,31
30/11/2021 00.00.00;Bali;3459,578;0,905
01/12/2021 00.00.00;Bali;3460,575;0,997
02/12/2021 00.00.00;Bali;3461,463;0,888
03/12/2021 00.00.00;Bali;3462,33;0,867
04/12/2021 00.00.00;Bali;3463,3;0,97
05/12/2021 00.00.00;Bali;3463,402;0,102
06/12/2021 00.00.00;Bali;3464,222;0,82
07/12/2021 00.00.00;Bali;3465,427;1,205
08/12/2021 00.00.00;Bali;3466,723;1,296
09/12/2021 00.00.00;Bali;3468,086;1,363
10/12/2021 00.00.00;Bali;3469,205;1,119
11/12/2021 00.00.00;Bali;3470,332;1,127
12/12/2021 00.00.00;Bali;3470,388;0,056
13/12/2021 00.00.00;Bali;3471,465;1,077
14/12/2021 00.00.00;Bali;3473,001;1,536
15/12/2021 00.00.00;Bali;3496,861;23,86
16/12/2021 00.00.00;Bali;3520,103;23,242
17/12/2021 00.00.00;Bali;3545,378;25,275
18/12/2021 00.00.00;Bali;3565,147;19,769
19/12/2021 00.00.00;Bali;3566,198;1,051
20/12/2021 00.00.00;Bali;3602,098;35,9
21/12/2021 00.00.00;Bali;3643,313;41,215
22/12/2021 00.00.00;Bali;3676,266;32,953
23/12/2021 00.00.00;Bali;3718,764;42,498
24/12/2021 00.00.00;Bali;3754,621;35,857
25/12/2021 00.00.00;Bali;3756,666;2,045
26/12/2021 00.00.00;Bali;3757,168;0,502
27/12/2021 00.00.00;Bali;3789,88;32,712
28/12/2021 00.00.00;Bali;3820,45;30,57
29/12/2021 00.00.00;Bali;3831,849;11,399
30/12/2021 00.00.00;Bali;3843,285;11,436
31/12/2021 00.00.00;Bali;3847,849;4,564
01/01/2022 00.00.00;Bali;3847,958;0,109
02/01/2022 00.00.00;Bali;3847,989;0,031
03/01/2022 00.00.00;Bali;3855,083;7,094
04/01/2022 00.00.00;Bali;3861,284;6,201
05/01/2022 00.00.00;Bali;3868,466;7,182
06/01/2022 00.00.00;Bali;3873,833;5,367
07/01/2022 00.00.00;Bali;3877,602;3,769
08/01/2022 00.00.00;Bali;3880,68;3,078
09/01/2022 00.00.00;Bali;3880,729;0,049
10/01/2022 00.00.00;Bali;3884,168;3,439
11/01/2022 00.00.00;Bali;3887,485;3,317
12/01/2022 00.00.00;Bali;3889,416;1,931
13/01/2022 00.00.00;Bali;3890,643;1,227
14/01/2022 00.00.00;Bali;3892,173;1,53
15/01/2022 00.00.00;Bali;3893,28;1,107
16/01/2022 00.00.00;Bali;3893,321;0,041
17/01/2022 00.00.00;Bali;3894,214;0,893
18/01/2022 00.00.00;Bali;3894,969;0,755
19/01/2022 00.00.00;Bali;3896,601;1,632
20/01/2022 00.00.00;Bali;3897,953;1,352
21/01/2022 00.00.00;Bali;3899,126;1,173
22/01/2022 00.00.00;Bali;3900,456;1,33
23/01/2022 00.00.00;Bali;3900,521;0,065
24/01/2022 00.00.00;Bali;3902,215;1,694
25/01/2022 00.00.00;Bali;3903,6;1,385
26/01/2022 00.00.00;Bali;3905,033;1,433
27/01/2022 00.00.00;Bali;3906,325;1,292
28/01/2022 00.00.00;Bali;3907,232;0,907
29/01/2022 00.00.00;Bali;3908,092;0,86
30/01/2022 00.00.00;Bali;3908,138;0,046
31/01/2022 00.00.00;Bali;3909,149;1,011
01/02/2022 00.00.00;Bali;3909,157;0,008
02/02/2022 00.00.00;Bali;3909,796;0,639
03/02/2022 00.00.00;Bali;3910,287;0,491
04/02/2022 00.00.00;Bali;3910,788;0,501
05/02/2022 00.00.00;Bali;3911,224;0,436
06/02/2022 00.00.00;Bali;3911,238;0,014
07/02/2022 00.00.00;Bali;3911,783;0,545
08/02/2022 00.00.00;Bali;3912,198;0,415
09/02/2022 00.00.00;Bali;3912,785;0,587
10/02/2022 00.00.00;Bali;3913,263;0,478
11/02/2022 00.00.00;Bali;3913,561;0,298
12/02/2022 00.00.00;Bali;3913,839;0,278
13/02/2022 00.00.00;Bali;3913,84;0,001
14/02/2022 00.00.00;Bali;3914,337;0,497
15/02/2022 00.00.00;Bali;3914,749;0,412
16/02/2022 00.00.00;Bali;3915,212;0,463
17/02/2022 00.00.00;Bali;3915,76;0,548
18/02/2022 00.00.00;Bali;3916,207;0,447
19/02/2022 00.00.00;Bali;3916,77;0,563
20/02/2022 00.00.00;Bali;3916,823;0,053
21/02/2022 00.00.00;Bali;3917,119;0,296
22/02/2022 00.00.00;Bali;3917,629;0,51
23/02/2022 00.00.00;Bali;3918,457;0,828
24/02/2022 00.00.00;Bali;3919,098;0,641
25/02/2022 00.00.00;Bali;3919,735;0,637
26/02/2022 00.00.00;Bali;3920,565;0,83
27/02/2022 00.00.00;Bali;3920,808;0,243
28/02/2022 00.00.00;Bali;3920,999;0,191
01/03/2022 00.00.00;Bali;3921,318;0,319
02/03/2022 00.00.00;Bali;3921,459;0,141
03/03/2022 00.00.00;Bali;3921,461;0,002
04/03/2022 00.00.00;Bali;3921,565;0,104
05/03/2022 00.00.00;Bali;3922,183;0,618
06/03/2022 00.00.00;Bali;3922,636;0,453
07/03/2022 00.00.00;Bali;3923,617;0,981
08/03/2022 00.00.00;Bali;3924,449;0,832
09/03/2022 00.00.00;Bali;3925,464;1,015
10/03/2022 00.00.00;Bali;3927,218;1,754
11/03/2022 00.00.00;Bali;3929,223;2,005
12/03/2022 00.00.00;Bali;3930,643;1,42
13/03/2022 00.00.00;Bali;3930,801;0,158
14/03/2022 00.00.00;Bali;3932,67;1,869
15/03/2022 00.00.00;Bali;3934,255;1,585
16/03/2022 00.00.00;Bali;3936,193;1,938
17/03/2022 00.00.00;Bali;3937,413;1,22
18/03/2022 00.00.00;Bali;3939,337;1,924
19/03/2022 00.00.00;Bali;3940,882;1,545
20/03/2022 00.00.00;Bali;3941,103;0,221
21/03/2022 00.00.00;Bali;3942,71;1,607
22/03/2022 00.00.00;Bali;3944,649;1,939
23/03/2022 00.00.00;Bali;3946,721;2,072
24/03/2022 00.00.00;Bali;3948,363;1,642
25/03/2022 00.00.00;Bali;3949,835;1,472
26/03/2022 00.00.00;Bali;3950,015;0,18
27/03/2022 00.00.00;Bali;3950,106;0,091
28/03/2022 00.00.00;Bali;3951,686;1,58
29/03/2022 00.00.00;Bali;3953,115;1,429
30/03/2022 00.00.00;Bali;3953,252;0,137
31/03/2022 00.00.00;Bali;3955,199;1,947
01/04/2022 00.00.00;Bali;3955,761;0,562
02/04/2022 00.00.00;Bali;3956,287;0,526
03/04/2022 00.00.00;Bali;3956,34;0,053
04/04/2022 00.00.00;Bali;3957,163;0,823
05/04/2022 00.00.00;Bali;3958,153;0,99
06/04/2022 00.00.00;Bali;3959,339;1,186
07/04/2022 00.00.00;Bali;3960,291;0,952
08/04/2022 00.00.00;Bali;3961,488;1,197
09/04/2022 00.00.00;Bali;3962,18;0,692
10/04/2022 00.00.00;Bali;3962,4;0,22
11/04/2022 00.00.00;Bali;3963,84;1,44
12/04/2022 00.00.00;Bali;3965,085;1,245
13/04/2022 00.00.00;Bali;3966,157;1,072
14/04/2022 00.00.00;Bali;3967,308;1,151
15/04/2022 00.00.00;Bali;3967,618;0,31
16/04/2022 00.00.00;Bali;3968,653;1,035
17/04/2022 00.00.00;Bali;3968,996;0,343
18/04/2022 00.00.00;Bali;3970,159;1,163
19/04/2022 00.00.00;Bali;3971,355;1,196
20/04/2022 00.00.00;Bali;3972,506;1,151
21/04/2022 00.00.00;Bali;3973,942;1,436
22/04/2022 00.00.00;Bali;3975,003;1,061
23/04/2022 00.00.00;Bali;3976,243;1,24
24/04/2022 00.00.00;Bali;3976,299;0,056
25/04/2022 00.00.00;Bali;3977,163;0,864
26/04/2022 00.00.00;Bali;3977,998;0,835
27/04/2022 00.00.00;Bali;3978,751;0,753
28/04/2022 00.00.00;Bali;3979,487;0,736
29/04/2022 00.00.00;Bali;3980,056;0,569
30/04/2022 00.00.00;Bali;3980,39;0,334
01/05/2022 00.00.00;Bali;3980,45;0,06
02/05/2022 00.00.00;Bali;3980,463;0,013
03/05/2022 00.00.00;Bali;3980,472;0,009
04/05/2022 00.00.00;Bali;3980,607;0,135
05/05/2022 00.00.00;Bali;3980,753;0,146
06/05/2022 00.00.00;Bali;3980,905;0,152
07/05/2022 00.00.00;Bali;3981,035;0,13
08/05/2022 00.00.00;Bali;3981,038;0,003
09/05/2022 00.00.00;Bali;3981,306;0,268
10/05/2022 00.00.00;Bali;3981,547;0,241
11/05/2022 00.00.00;Bali;3981,856;0,309
12/05/2022 00.00.00;Bali;3982,22;0,364
13/05/2022 00.00.00;Bali;3982,531;0,311
14/05/2022 00.00.00;Bali;3982,826;0,295
15/05/2022 00.00.00;Bali;3982,826;0
16/05/2022 00.00.00;Bali;3982,829;0,003
17/05/2022 00.00.00;Bali;3983,16;0,331
18/05/2022 00.00.00;Bali;3983,468;0,308
19/05/2022 00.00.00;Bali;3983,753;0,285
20/05/2022 00.00.00;Bali;3984,086;0,333
21/05/2022 00.00.00;Bali;3984,264;0,178
22/05/2022 00.00.00;Bali;3984,268;0,004
23/05/2022 00.00.00;Bali;3984,466;0,198
24/05/2022 00.00.00;Bali;3984,707;0,241
25/05/2022 00.00.00;Bali;3984,892;0,185
26/05/2022 00.00.00;Bali;3984,909;0,017
27/05/2022 00.00.00;Bali;3985,141;0,232
28/05/2022 00.00.00;Bali;3985,296;0,155
29/05/2022 00.00.00;Bali;3985,388;0,092
30/05/2022 00.00.00;Bali;3985,603;0,215
31/05/2022 00.00.00;Bali;3985,819;0,216
01/06/2022 00.00.00;Bali;3985,831;0,012
02/06/2022 00.00.00;Bali;3985,964;0,133
03/06/2022 00.00.00;Bali;3986,139;0,175
04/06/2022 00.00.00;Bali;3986,283;0,144
05/06/2022 00.00.00;Bali;3986,316;0,033
06/06/2022 00.00.00;Bali;3986,442;0,126
07/06/2022 00.00.00;Bali;3986,444;0,002
08/06/2022 00.00.00;Bali;3986,447;0,003
09/06/2022 00.00.00;Bali;3986,472;0,025
10/06/2022 00.00.00;Bali;3986,654;0,182
11/06/2022 00.00.00;Bali;3986,795;0,141
12/06/2022 00.00.00;Bali;3986,858;0,063
13/06/2022 00.00.00;Bali;3987,065;0,207
14/06/2022 00.00.00;Bali;3987,223;0,158
15/06/2022 00.00.00;Bali;3987,422;0,199
16/06/2022 00.00.00;Bali;3987,728;0,306
17/06/2022 00.00.00;Bali;3987,83;0,102
18/06/2022 00.00.00;Bali;3987,83;0
19/06/2022 00.00.00;Bali;3987,83;0
20/06/2022 00.00.00;Bali;3988,042;0,212
21/06/2022 00.00.00;Bali;3988,27;0,228
22/06/2022 00.00.00;Bali;3988,474;0,204
23/06/2022 00.00.00;Bali;3988,724;0,25
24/06/2022 00.00.00;Bali;3989,006;0,282
25/06/2022 00.00.00;Bali;3989,308;0,302
26/06/2022 00.00.00;Bali;3989,422;0,114
27/06/2022 00.00.00;Bali;3989,654;0,232
28/06/2022 00.00.00;Bali;3989,913;0,259
29/06/2022 00.00.00;Bali;3990,196;0,283
30/06/2022 00.00.00;Bali;3990,414;0,218
01/07/2022 00.00.00;Bali;3990,637;0,223
02/07/2022 00.00.00;Bali;3990,913;0,276
03/07/2022 00.00.00;Bali;3991,012;0,099
04/07/2022 00.00.00;Bali;3991,294;0,282
05/07/2022 00.00.00;Bali;3991,594;0,3
06/07/2022 00.00.00;Bali;3992,002;0,408
07/07/2022 00.00.00;Bali;3992,459;0,457
08/07/2022 00.00.00;Bali;3992,932;0,473
09/07/2022 00.00.00;Bali;3993,044;0,112
10/07/2022 00.00.00;Bali;3993,127;0,083
11/07/2022 00.00.00;Bali;3993,454;0,327
12/07/2022 00.00.00;Bali;3993,715;0,261
13/07/2022 00.00.00;Bali;3993,902;0,187
14/07/2022 00.00.00;Bali;3994,261;0,359
15/07/2022 00.00.00;Bali;3994,625;0,364
16/07/2022 00.00.00;Bali;3994,951;0,326
17/07/2022 00.00.00;Bali;3995,011;0,06
18/07/2022 00.00.00;Bali;3995,467;0,456
19/07/2022 00.00.00;Bali;3995,98;0,513
20/07/2022 00.00.00;Bali;3996,677;0,697
21/07/2022 00.00.00;Bali;3997,161;0,484
22/07/2022 00.00.00;Bali;3997,633;0,472
23/07/2022 00.00.00;Bali;3998,119;0,486
24/07/2022 00.00.00;Bali;3998,398;0,279
25/07/2022 00.00.00;Bali;3999,006;0,608
26/07/2022 00.00.00;Bali;3999,798;0,792
27/07/2022 00.00.00;Bali;4000,392;0,594
28/07/2022 00.00.00;Bali;4001,032;0,64
29/07/2022 00.00.00;Bali;4001,558;0,526
30/07/2022 00.00.00;Bali;4001,848;0,29
31/07/2022 00.00.00;Bali;4002,118;0,27
01/08/2022 00.00.00;Bali;4002,384;0,266
02/08/2022 00.00.00;Bali;4002,657;0,273
03/08/2022 00.00.00;Bali;4002,995;0,338
04/08/2022 00.00.00;Bali;4003,254;0,259
05/08/2022 00.00.00;Bali;4003,578;0,324
06/08/2022 00.00.00;Bali;4003,836;0,258
07/08/2022 00.00.00;Bali;4003,886;0,05
08/08/2022 00.00.00;Bali;4004,118;0,232
09/08/2022 00.00.00;Bali;4004,365;0,247
10/08/2022 00.00.00;Bali;4004,652;0,287
11/08/2022 00.00.00;Bali;4005,027;0,375
12/08/2022 00.00.00;Bali;4005,274;0,247
13/08/2022 00.00.00;Bali;4005,459;0,185
14/08/2022 00.00.00;Bali;4005,5;0,041
15/08/2022 00.00.00;Bali;4005,661;0,161
16/08/2022 00.00.00;Bali;4005,794;0,133
17/08/2022 00.00.00;Bali;4005,826;0,032
18/08/2022 00.00.00;Bali;4006,03;0,204
19/08/2022 00.00.00;Bali;4006,214;0,184
20/08/2022 00.00.00;Bali;4006,353;0,139
21/08/2022 00.00.00;Bali;4006,4;0,047
22/08/2022 00.00.00;Bali;4006,593;0,193
23/08/2022 00.00.00;Bali;4006,782;0,189
24/08/2022 00.00.00;Bali;4007,008;0,226
25/08/2022 00.00.00;Bali;4007,163;0,155
26/08/2022 00.00.00;Bali;4007,314;0,151
27/08/2022 00.00.00;Bali;4007,438;0,124
28/08/2022 00.00.00;Bali;4007,537;0,099
29/08/2022 00.00.00;Bali;4007,69;0,153
30/08/2022 00.00.00;Bali;4007,836;0,146
31/08/2022 00.00.00;Bali;4007,987;0,151
01/09/2022 00.00.00;Bali;4008,1;0,113
02/09/2022 00.00.00;Bali;4008,232;0,132
03/09/2022 00.00.00;Bali;4008,321;0,089
04/09/2022 00.00.00;Bali;4008,341;0,02
05/09/2022 00.00.00;Bali;4008,436;0,095
06/09/2022 00.00.00;Bali;4008,535;0,099
07/09/2022 00.00.00;Bali;4008,656;0,121
08/09/2022 00.00.00;Bali;4008,778;0,122
09/09/2022 00.00.00;Bali;4008,901;0,123
10/09/2022 00.00.00;Bali;4009,001;0,1
11/09/2022 00.00.00;Bali;4009,044;0,043
12/09/2022 00.00.00;Bali;4009,15;0,106
13/09/2022 00.00.00;Bali;4009,271;0,121
14/09/2022 00.00.00;Bali;4009,352;0,081
15/09/2022 00.00.00;Bali;4009,517;0,165
16/09/2022 00.00.00;Bali;4009,601;0,084
17/09/2022 00.00.00;Bali;4009,682;0,081
18/09/2022 00.00.00;Bali;4009,709;0,027
19/09/2022 00.00.00;Bali;4009,771;0,062
20/09/2022 00.00.00;Bali;4009,813;0,042
21/09/2022 00.00.00;Bali;4009,846;0,033
22/09/2022 00.00.00;Bali;4009,882;0,036
23/09/2022 00.00.00;Bali;4009,905;0,023
24/09/2022 00.00.00;Bali;4009,908;0,003
